,name,handedness,height,weight,avg,HR,weight_height
1015,Al Cowens,R,73,197,0.27,108,1.076190476
1016,Rufino Linares,R,72,170,0.27,11,0.752380952
1017,Paul Dade,R,73,185,0.27,10,0.961904762
1018,Tim Corcoran,L,71,175,0.27,12,0.733333333
1019,Jack Perconte,L,70,160,0.27,2,0.523809524
1020,Alan Bannister,R,71,170,0.27,19,0.685714286
1021,Merv Rettenmund,R,70,190,0.271,66,0.80952381
1022,Al Woods,L,75,190,0.271,35,1.142857143
1023,Rudy Law,L,73,165,0.271,18,0.771428571
1024,Duane Kuiper,L,72,175,0.271,1,0.8
1025,Joe Morgan,L,67,160,0.271,268,0.323809524
1026,Steve Braun,L,70,180,0.271,52,0.714285714
1027,Ray Knight,R,73,185,0.271,84,0.961904762
1028,Dave Stapleton,R,73,178,0.271,41,0.895238095
1029,Willie Aikens,L,75,220,0.271,110,1.428571429
1030,Broderick Perkins,L,70,180,0.271,8,0.714285714
1031,Roy White,B,70,160,0.271,160,0.523809524
1032,Sixto Lezcano,R,70,165,0.271,148,0.571428571
1033,Dave Collins,B,71,175,0.272,32,0.733333333
1034,Manny Jimenez,L,73,185,0.272,26,0.961904762
1035,Bob Johnson,R,70,175,0.272,44,0.666666667
1036,Barry Bonnell,R,75,190,0.272,56,1.142857143
1037,Thad Bosley,L,75,175,0.272,20,1
1038,Bill Sample,R,69,175,0.272,46,0.6
1039,Von Joshua,L,70,170,0.273,30,0.619047619
1040,Larry Hisle,R,74,193,0.273,166,1.104761905
1041,Ron Hunt,R,72,186,0.273,39,0.904761905
1042,Larry Biittner,L,74,205,0.273,29,1.219047619
1043,Ben Oglivie,L,74,160,0.273,235,0.79047619
1044,Chet Lemon,R,72,190,0.273,215,0.942857143
1045,Rick Burleson,R,70,165,0.273,50,0.571428571
1046,Willie Horton,R,71,209,0.273,325,1.057142857
1047,Gene Locklear,L,70,165,0.274,9,0.571428571
1048,George Foster,R,73,180,0.274,348,0.914285714
1049,Juan Beniquez,R,71,150,0.274,79,0.495238095
1050,Rennie Stennett,R,71,160,0.274,41,0.59047619
1051,Donn Clendenon,R,76,209,0.274,159,1.39047619
1052,Larry Herndon,R,75,190,0.274,107,1.142857143
1053,Terry Francona,L,73,190,0.274,16,1.00952381
1054,Carlos May,L,71,200,0.274,90,0.971428571
1055,Steve Ontiveros,B,72,185,0.274,24,0.895238095
1056,Darrell Brown,B,72,184,0.274,1,0.885714286
1057,Jose Cardenal,R,70,150,0.275,138,0.428571429
1058,Willie Montanez,L,72,170,0.275,139,0.752380952
1059,Jerry Remy,L,69,165,0.275,7,0.504761905
1060,Dane Iorg,L,72,180,0.276,14,0.847619048
1061,Richie Hebner,L,73,195,0.276,203,1.057142857
1062,Greg Luzinski,R,73,220,0.276,307,1.295238095
1063,Gary Ward,R,74,195,0.276,130,1.123809524
1064,Danny Cater,R,72,170,0.276,66,0.752380952
1065,Gene Clines,R,69,170,0.277,5,0.552380952
1066,Jeff Stone,L,72,175,0.277,11,0.8
1067,Ron Santo,R,72,190,0.277,342,0.942857143
1068,Leon Durham,L,73,185,0.277,147,0.961904762
1069,Amos Otis,R,71,165,0.277,193,0.638095238
1070,Enos Cabell,R,76,170,0.277,60,1.019047619
1071,Bob Horner,R,73,195,0.277,218,1.057142857
1072,Rick Peters,B,69,170,0.277,2,0.552380952
1073,Bobby Murcer,L,71,160,0.277,252,0.59047619
1074,Cesar Tovar,R,69,155,0.278,46,0.40952381
1075,Jim Ray Hart,R,71,185,0.278,170,0.828571429
1076,Jorge Orta,L,70,170,0.278,130,0.619047619
1077,George Hendrick,R,75,195,0.278,267,1.19047619
1078,Claudell Washington,L,72,190,0.278,164,0.942857143
1079,Dusty Baker,R,74,183,0.278,242,1.00952381
1080,Johnny Grubb,L,75,175,0.278,99,1
1081,Steve Kemp,L,72,195,0.278,130,0.99047619
1082,John Castino,R,71,175,0.278,41,0.733333333
1083,Ellis Valentine,R,76,205,0.278,123,1.352380952
1084,Chris Chambliss,L,73,195,0.279,185,1.057142857
1085,Tony Perez,R,74,175,0.279,379,0.933333333
1086,Rusty Staub,L,74,190,0.279,292,1.076190476
1087,Mike Vail,R,73,180,0.279,34,0.914285714
1088,Vic Davalillo,L,67,150,0.279,36,0.228571429
1089,Felix Millan,R,71,172,0.279,22,0.704761905
1090,Buddy Bell,R,73,180,0.279,201,0.914285714
1091,Keith Moreland,R,72,190,0.279,121,0.942857143
1092,Willie Davis,L,74,180,0.279,182,0.980952381
1093,Jesus Alou,R,74,190,0.28,32,1.076190476
1094,Steve Henderson,R,74,190,0.28,68,1.076190476
1095,Mickey Hatcher,R,74,200,0.28,38,1.171428571
1096,Glenn Adams,L,73,180,0.28,34,0.914285714
1097,Al Bumbry,L,68,170,0.281,54,0.485714286
1098,Gary Matthews,R,74,185,0.281,234,1.028571429
1099,Terry Whitfield,L,73,197,0.281,33,1.076190476
1100,Cleon Jones,R,72,185,0.281,93,0.895238095
1101,Ken Singleton,B,76,210,0.282,246,1.4
1102,Tom Paciorek,R,76,215,0.282,86,1.447619048
1103,Bruce Bochte,L,75,195,0.282,100,1.19047619
1104,Wayne Nordhagen,R,74,205,0.282,39,1.219047619
1105,Willie Stargell,L,74,188,0.282,475,1.057142857
1106,Floyd Robinson,L,69,175,0.283,67,0.6
1107,Dave Cash,R,71,170,0.283,21,0.685714286
1108,Fred Lynn,L,73,185,0.283,306,0.961904762
1109,Damaso Garcia,R,73,165,0.283,36,0.771428571
1110,Glenn Beckert,R,73,190,0.283,22,1.00952381
1111,Jose Cruz,L,72,170,0.284,165,0.752380952
1112,Carl Yastrzemski,L,71,175,0.285,452,0.733333333
1113,Garry Maddox,R,75,175,0.285,117,1
1114,Ted Simmons,B,71,193,0.285,248,0.904761905
1115,Cesar Cedeno,R,74,175,0.285,199,0.933333333
1116,Lee Lacy,R,73,175,0.286,91,0.866666667
1117,Tony Gonzalez,L,69,170,0.286,103,0.552380952
1118,Phil Bradley,R,72,185,0.286,78,0.895238095
1119,Greg Gross,L,70,160,0.287,7,0.523809524
1120,Richie Zisk,R,73,200,0.287,207,1.104761905
1121,Lamar Johnson,R,74,215,0.287,64,1.314285714
1122,Jose Morales,R,71,187,0.287,26,0.847619048
1123,Reggie Smith,B,72,180,0.287,314,0.847619048
1124,Alex Johnson,R,72,205,0.288,78,1.085714286
1125,Ron LeFlore,R,72,200,0.288,59,1.038095238
1126,Bill Buckner,L,72,185,0.289,174,0.895238095
1127,Jerry Mumphrey,B,74,185,0.289,70,1.028571429
1128,Hal McRae,R,71,180,0.29,191,0.780952381
1129,Johnny Ray,B,71,170,0.29,53,0.685714286
1130,Gene Richards,L,72,175,0.29,26,0.8
1131,Mike Hargrove,L,72,195,0.29,80,0.99047619
1132,Lou Piniella,R,72,182,0.291,102,0.866666667
1133,Thurman Munson,R,71,190,0.292,113,0.876190476
1134,Dick Allen,R,71,187,0.292,351,0.847619048
1135,Lou Brock,L,71,170,0.293,149,0.685714286
1136,Mike Easler,L,72,190,0.293,118,0.942857143
1137,Ron Blomberg,L,73,195,0.293,52,1.057142857
1138,Steve Garvey,R,70,192,0.294,272,0.828571429
1139,Mickey Rivers,L,70,165,0.295,61,0.571428571
1140,Bob Watson,R,72,201,0.295,184,1.047619048
1141,Manny Sanguillen,R,72,193,0.296,65,0.971428571
1142,Keith Hernandez,L,72,180,0.296,162,0.847619048
1143,Joe Torre,R,74,212,0.297,252,1.285714286
1144,Jim Rice,R,74,200,0.298,382,1.171428571
1145,Cecil Cooper,L,74,165,0.298,241,0.838095238
1146,Bake McBride,L,74,190,0.299,63,1.076190476
1147,Rico Carty,R,75,200,0.299,204,1.238095238
1148,Pete Rose,B,71,192,0.303,160,0.895238095
1149,Al Oliver,L,72,195,0.303,219,0.99047619
1150,Tony Oliva,L,73,175,0.304,220,0.866666667
1151,Manny Mota,R,70,160,0.304,31,0.523809524
1152,Bill Madlock,R,71,180,0.305,163,0.780952381
1153,Ralph Garr,L,71,185,0.306,75,0.828571429
1154,Matty Alou,L,69,160,0.307,31,0.457142857
1155,Lyman Bostock,L,73,180,0.311,23,0.914285714
1156,Rod Carew,L,72,170,0.328,92,0.752380952
,,,,,,,
,,,,,,,451
